operation,kind,inputs,outputs,input_dimensions_um,output_dimensions_um,settings_json
walnut-16-end-min,cut,walnut-16-window,walnut-16-end1;walnut-16-end-min-off,"[83000, 220000, 37000]","{""walnut-16-end-min-off"": [83000, 8000, 37000], ""walnut-16-end1"": [83000, 209000, 37000]}","{""axis"": 1, ""category"": ""trim"", ""kerf_um"": 3000, ""kerf_volume_um3"": 9213000000000, ""retained_side"": ""max"", ""retained_um"": 209000, ""tool"": ""saw""}"
walnut-16-end-max,cut,walnut-16-end1,walnut-16-blank;walnut-16-end-max-off,"[83000, 209000, 37000]","{""walnut-16-blank"": [83000, 195000, 37000], ""walnut-16-end-max-off"": [83000, 11000, 37000]}","{""axis"": 1, ""category"": ""trim"", ""kerf_um"": 3000, ""kerf_volume_um3"": 9213000000000, ""retained_side"": ""min"", ""retained_um"": 195000, ""tool"": ""saw""}"
walnut-16-zmin,surface,walnut-16-blank,walnut-16-z1;walnut-16-zmin-loss,"[83000, 195000, 37000]","{""walnut-16-z1"": [83000, 195000, 32000], ""walnut-16-zmin-loss"": [83000, 195000, 5000]}","{""amount_um"": 5000, ""axis"": 2, ""category"": ""milling"", ""process"": ""thickness_planer"", ""side"": ""min""}"
walnut-16-zmax,surface,walnut-16-z1,walnut-16-z2;walnut-16-zmax-loss,"[83000, 195000, 32000]","{""walnut-16-z2"": [83000, 195000, 27000], ""walnut-16-zmax-loss"": [83000, 195000, 5000]}","{""amount_um"": 5000, ""axis"": 2, ""category"": ""milling"", ""process"": ""thickness_planer"", ""side"": ""max""}"
walnut-16-xmin,surface,walnut-16-z2,walnut-16-x1;walnut-16-xmin-loss,"[83000, 195000, 27000]","{""walnut-16-x1"": [82000, 195000, 27000], ""walnut-16-xmin-loss"": [1000, 195000, 27000]}","{""amount_um"": 1000, ""axis"": 0, ""category"": ""milling"", ""process"": ""jointer"", ""side"": ""min""}"
walnut-16-xmax,surface,walnut-16-x1,walnut-16-x2;walnut-16-xmax-loss,"[82000, 195000, 27000]","{""walnut-16-x2"": [81000, 195000, 27000], ""walnut-16-xmax-loss"": [1000, 195000, 27000]}","{""amount_um"": 1000, ""axis"": 0, ""category"": ""milling"", ""process"": ""jointer"", ""side"": ""max""}"
walnut-16-rip,cut,walnut-16-x2,walnut-16-pre;walnut-16-rip-off,"[81000, 195000, 27000]","{""walnut-16-pre"": [26000, 195000, 27000], ""walnut-16-rip-off"": [52000, 195000, 27000]}","{""axis"": 0, ""category"": ""other_offcuts"", ""kerf_um"": 3000, ""kerf_volume_um3"": 15795000000000, ""retained_side"": ""min"", ""retained_um"": 26000, ""tool"": ""saw""}"
walnut-16-joint,surface,walnut-16-pre,panel-5-strip-7;walnut-16-joint-loss,"[26000, 195000, 27000]","{""panel-5-strip-7"": [25000, 195000, 27000], ""walnut-16-joint-loss"": [1000, 195000, 27000]}","{""amount_um"": 1000, ""axis"": 0, ""category"": ""milling"", ""process"": ""jointer"", ""side"": ""max""}"
walnut-17-separate,cut,walnut-17,walnut-17-window;walnut-17-reserve,"[83000, 419000, 37000]","{""walnut-17-reserve"": [83000, 196000, 37000], ""walnut-17-window"": [83000, 220000, 37000]}","{""axis"": 1, ""category"": ""other_offcuts"", ""kerf_um"": 3000, ""kerf_volume_um3"": 9213000000000, ""retained_side"": ""min"", ""retained_um"": 220000, ""tool"": ""saw""}"
walnut-17-end-min,cut,walnut-17-window,walnut-17-end1;walnut-17-end-min-off,"[83000, 220000, 37000]","{""walnut-17-end-min-off"": [83000, 8000, 37000], ""walnut-17-end1"": [83000, 209000, 37000]}","{""axis"": 1, ""category"": ""trim"", ""kerf_um"": 3000, ""kerf_volume_um3"": 9213000000000, ""retained_side"": ""max"", ""retained_um"": 209000, ""tool"": ""saw""}"
walnut-17-end-max,cut,walnut-17-end1,walnut-17-blank;walnut-17-end-max-off,"[83000, 209000, 37000]","{""walnut-17-blank"": [83000, 195000, 37000], ""walnut-17-end-max-off"": [83000, 11000, 37000]}","{""axis"": 1, ""category"": ""trim"", ""kerf_um"": 3000, ""kerf_volume_um3"": 9213000000000, ""retained_side"": ""min"", ""retained_um"": 195000, ""tool"": ""saw""}"
walnut-17-zmin,surface,walnut-17-blank,walnut-17-z1;walnut-17-zmin-loss,"[83000, 195000, 37000]","{""walnut-17-z1"": [83000, 195000, 32000], ""walnut-17-zmin-loss"": [83000, 195000, 5000]}","{""amount_um"": 5000, ""axis"": 2, ""category"": ""milling"", ""process"": ""thickness_planer"", ""side"": ""min""}"
walnut-17-zmax,surface,walnut-17-z1,walnut-17-z2;walnut-17-zmax-loss,"[83000, 195000, 32000]","{""walnut-17-z2"": [83000, 195000, 27000], ""walnut-17-zmax-loss"": [83000, 195000, 5000]}","{""amount_um"": 5000, ""axis"": 2, ""category"": ""milling"", ""process"": ""thickness_planer"", ""side"": ""max""}"
walnut-17-xmin,surface,walnut-17-z2,walnut-17-x1;walnut-17-xmin-loss,"[83000, 195000, 27000]","{""walnut-17-x1"": [82000, 195000, 27000], ""walnut-17-xmin-loss"": [1000, 195000, 27000]}","{""amount_um"": 1000, ""axis"": 0, ""category"": ""milling"", ""process"": ""jointer"", ""side"": ""min""}"
walnut-17-xmax,surface,walnut-17-x1,walnut-17-x2;walnut-17-xmax-loss,"[82000, 195000, 27000]","{""walnut-17-x2"": [81000, 195000, 27000], ""walnut-17-xmax-loss"": [1000, 195000, 27000]}","{""amount_um"": 1000, ""axis"": 0, ""category"": ""milling"", ""process"": ""jointer"", ""side"": ""max""}"
walnut-17-rip,cut,walnut-17-x2,walnut-17-pre;walnut-17-rip-off,"[81000, 195000, 27000]","{""walnut-17-pre"": [26000, 195000, 27000], ""walnut-17-rip-off"": [52000, 195000, 27000]}","{""axis"": 0, ""category"": ""other_offcuts"", ""kerf_um"": 3000, ""kerf_volume_um3"": 15795000000000, ""retained_side"": ""min"", ""retained_um"": 26000, ""tool"": ""saw""}"
walnut-17-joint,surface,walnut-17-pre,panel-5-strip-8;walnut-17-joint-loss,"[26000, 195000, 27000]","{""panel-5-strip-8"": [25000, 195000, 27000], ""walnut-17-joint-loss"": [1000, 195000, 27000]}","{""amount_um"": 1000, ""axis"": 0, ""category"": ""milling"", ""process"": ""jointer"", ""side"": ""max""}"
walnut-18-separate,cut,walnut-18,walnut-18-window;walnut-18-reserve,"[83000, 419000, 37000]","{""walnut-18-reserve"": [83000, 196000, 37000], ""walnut-18-window"": [83000, 220000, 37000]}","{""axis"": 1, ""category"": ""other_offcuts"", ""kerf_um"": 3000, ""kerf_volume_um3"": 9213000000000, ""retained_side"": ""min"", ""retained_um"": 220000, ""tool"": ""saw""}"
walnut-18-end-min,cut,walnut-18-window,walnut-18-end1;walnut-18-end-min-off,"[83000, 220000, 37000]","{""walnut-18-end-min-off"": [83000, 8000, 37000], ""walnut-18-end1"": [83000, 209000, 37000]}","{""axis"": 1, ""category"": ""trim"", ""kerf_um"": 3000, ""kerf_volume_um3"": 9213000000000, ""retained_side"": ""max"", ""retained_um"": 209000, ""tool"": ""saw""}"
walnut-18-end-max,cut,walnut-18-end1,walnut-18-blank;walnut-18-end-max-off,"[83000, 209000, 37000]","{""walnut-18-blank"": [83000, 195000, 37000], ""walnut-18-end-max-off"": [83000, 11000, 37000]}","{""axis"": 1, ""category"": ""trim"", ""kerf_um"": 3000, ""kerf_volume_um3"": 9213000000000, ""retained_side"": ""min"", ""retained_um"": 195000, ""tool"": ""saw""}"
walnut-18-zmin,surface,walnut-18-blank,walnut-18-z1;walnut-18-zmin-loss,"[83000, 195000, 37000]","{""walnut-18-z1"": [83000, 195000, 32000], ""walnut-18-zmin-loss"": [83000, 195000, 5000]}","{""amount_um"": 5000, ""axis"": 2, ""category"": ""milling"", ""process"": ""thickness_planer"", ""side"": ""min""}"
walnut-18-zmax,surface,walnut-18-z1,walnut-18-z2;walnut-18-zmax-loss,"[83000, 195000, 32000]","{""walnut-18-z2"": [83000, 195000, 27000], ""walnut-18-zmax-loss"": [83000, 195000, 5000]}","{""amount_um"": 5000, ""axis"": 2, ""category"": ""milling"", ""process"": ""thickness_planer"", ""side"": ""max""}"
walnut-18-xmin,surface,walnut-18-z2,walnut-18-x1;walnut-18-xmin-loss,"[83000, 195000, 27000]","{""walnut-18-x1"": [82000, 195000, 27000], ""walnut-18-xmin-loss"": [1000, 195000, 27000]}","{""amount_um"": 1000, ""axis"": 0, ""category"": ""milling"", ""process"": ""jointer"", ""side"": ""min""}"
walnut-18-xmax,surface,walnut-18-x1,walnut-18-x2;walnut-18-xmax-loss,"[82000, 195000, 27000]","{""walnut-18-x2"": [81000, 195000, 27000], ""walnut-18-xmax-loss"": [1000, 195000, 27000]}","{""amount_um"": 1000, ""axis"": 0, ""category"": ""milling"", ""process"": ""jointer"", ""side"": ""max""}"
walnut-18-rip,cut,walnut-18-x2,walnut-18-pre;walnut-18-rip-off,"[81000, 195000, 27000]","{""walnut-18-pre"": [26000, 195000, 27000], ""walnut-18-rip-off"": [52000, 195000, 27000]}","{""axis"": 0, ""category"": ""other_offcuts"", ""kerf_um"": 3000, ""kerf_volume_um3"": 15795000000000, ""retained_side"": ""min"", ""retained_um"": 26000, ""tool"": ""saw""}"
walnut-18-joint,surface,walnut-18-pre,panel-5-strip-9;walnut-18-joint-loss,"[26000, 195000, 27000]","{""panel-5-strip-9"": [25000, 195000, 27000], ""walnut-18-joint-loss"": [1000, 195000, 27000]}","{""amount_um"": 1000, ""axis"": 0, ""category"": ""milling"", ""process"": ""jointer"", ""side"": ""max""}"
maple-41-separate,cut,maple-41,maple-41-window;maple-41-reserve,"[108000, 419000, 33000]","{""maple-41-reserve"": [108000, 196000, 33000], ""maple-41-window"": [108000, 220000, 33000]}","{""axis"": 1, ""category"": ""other_offcuts"", ""kerf_um"": 3000, ""kerf_volume_um3"": 10692000000000, ""retained_side"": ""min"", ""retained_um"": 220000, ""tool"": ""saw""}"
maple-41-end-min,cut,maple-41-window,maple-41-end1;maple-41-end-min-off,"[108000, 220000, 33000]","{""maple-41-end-min-off"": [108000, 8000, 33000], ""maple-41-end1"": [108000, 209000, 33000]}","{""axis"": 1, ""category"": ""trim"", ""kerf_um"": 3000, ""kerf_volume_um3"": 10692000000000, ""retained_side"": ""max"", ""retained_um"": 209000, ""tool"": ""saw""}"
maple-41-end-max,cut,maple-41-end1,maple-41-blank;maple-41-end-max-off,"[108000, 209000, 33000]","{""maple-41-blank"": [108000, 195000, 33000], ""maple-41-end-max-off"": [108000, 11000, 33000]}","{""axis"": 1, ""category"": ""trim"", ""kerf_um"": 3000, ""kerf_volume_um3"": 10692000000000, ""retained_side"": ""min"", ""retained_um"": 195000, ""tool"": ""saw""}"
maple-41-zmin,surface,maple-41-blank,maple-41-z1;maple-41-zmin-loss,"[108000, 195000, 33000]","{""maple-41-z1"": [108000, 195000, 30000], ""maple-41-zmin-loss"": [108000, 195000, 3000]}","{""amount_um"": 3000, ""axis"": 2, ""category"": ""milling"", ""process"": ""thickness_planer"", ""side"": ""min""}"
maple-41-zmax,surface,maple-41-z1,maple-41-z2;maple-41-zmax-loss,"[108000, 195000, 30000]","{""maple-41-z2"": [108000, 195000, 27000], ""maple-41-zmax-loss"": [108000, 195000, 3000]}","{""amount_um"": 3000, ""axis"": 2, ""category"": ""milling"", ""process"": ""thickness_planer"", ""side"": ""max""}"
maple-41-xmin,surface,maple-41-z2,maple-41-x1;maple-41-xmin-loss,"[108000, 195000, 27000]","{""maple-41-x1"": [107000, 195000, 27000], ""maple-41-xmin-loss"": [1000, 195000, 27000]}","{""amount_um"": 1000, ""axis"": 0, ""category"": ""milling"", ""process"": ""jointer"", ""side"": ""min""}"
maple-41-xmax,surface,maple-41-x1,maple-41-x2;maple-41-xmax-loss,"[107000, 195000, 27000]","{""maple-41-x2"": [106000, 195000, 27000], ""maple-41-xmax-loss"": [1000, 195000, 27000]}","{""amount_um"": 1000, ""axis"": 0, ""category"": ""milling"", ""process"": ""jointer"", ""side"": ""max""}"
maple-41-rip,cut,maple-41-x2,maple-41-pre;maple-41-rip-off,"[106000, 195000, 27000]","{""maple-41-pre"": [26000, 195000, 27000], ""maple-41-rip-off"": [77000, 195000, 27000]}","{""axis"": 0, ""category"": ""other_offcuts"", ""kerf_um"": 3000, ""kerf_volume_um3"": 15795000000000, ""retained_side"": ""min"", ""retained_um"": 26000, ""tool"": ""saw""}"
maple-41-joint,surface,maple-41-pre,panel-5-strip-10;maple-41-joint-loss,"[26000, 195000, 27000]","{""maple-41-joint-loss"": [1000, 195000, 27000], ""panel-5-strip-10"": [25000, 195000, 27000]}","{""amount_um"": 1000, ""axis"": 0, ""category"": ""milling"", ""process"": ""jointer"", ""side"": ""max""}"
maple-42-separate,cut,maple-42,maple-42-window;maple-42-reserve,"[108000, 419000, 33000]","{""maple-42-reserve"": [108000, 196000, 33000], ""maple-42-window"": [108000, 220000, 33000]}","{""axis"": 1, ""category"": ""other_offcuts"", ""kerf_um"": 3000, ""kerf_volume_um3"": 10692000000000, ""retained_side"": ""min"", ""retained_um"": 220000, ""tool"": ""saw""}"
maple-42-end-min,cut,maple-42-window,maple-42-end1;maple-42-end-min-off,"[108000, 220000, 33000]","{""maple-42-end-min-off"": [108000, 8000, 33000], ""maple-42-end1"": [108000, 209000, 33000]}","{""axis"": 1, ""category"": ""trim"", ""kerf_um"": 3000, ""kerf_volume_um3"": 10692000000000, ""retained_side"": ""max"", ""retained_um"": 209000, ""tool"": ""saw""}"
maple-42-end-max,cut,maple-42-end1,maple-42-blank;maple-42-end-max-off,"[108000, 209000, 33000]","{""maple-42-blank"": [108000, 195000, 33000], ""maple-42-end-max-off"": [108000, 11000, 33000]}","{""axis"": 1, ""category"": ""trim"", ""kerf_um"": 3000, ""kerf_volume_um3"": 10692000000000, ""retained_side"": ""min"", ""retained_um"": 195000, ""tool"": ""saw""}"
maple-42-zmin,surface,maple-42-blank,maple-42-z1;maple-42-zmin-loss,"[108000, 195000, 33000]","{""maple-42-z1"": [108000, 195000, 30000], ""maple-42-zmin-loss"": [108000, 195000, 3000]}","{""amount_um"": 3000, ""axis"": 2, ""category"": ""milling"", ""process"": ""thickness_planer"", ""side"": ""min""}"
maple-42-zmax,surface,maple-42-z1,maple-42-z2;maple-42-zmax-loss,"[108000, 195000, 30000]","{""maple-42-z2"": [108000, 195000, 27000], ""maple-42-zmax-loss"": [108000, 195000, 3000]}","{""amount_um"": 3000, ""axis"": 2, ""category"": ""milling"", ""process"": ""thickness_planer"", ""side"": ""max""}"
maple-42-xmin,surface,maple-42-z2,maple-42-x1;maple-42-xmin-loss,"[108000, 195000, 27000]","{""maple-42-x1"": [107000, 195000, 27000], ""maple-42-xmin-loss"": [1000, 195000, 27000]}","{""amount_um"": 1000, ""axis"": 0, ""category"": ""milling"", ""process"": ""jointer"", ""side"": ""min""}"
maple-42-xmax,surface,maple-42-x1,maple-42-x2;maple-42-xmax-loss,"[107000, 195000, 27000]","{""maple-42-x2"": [106000, 195000, 27000], ""maple-42-xmax-loss"": [1000, 195000, 27000]}","{""amount_um"": 1000, ""axis"": 0, ""category"": ""milling"", ""process"": ""jointer"", ""side"": ""max""}"
maple-42-rip,cut,maple-42-x2,maple-42-pre;maple-42-rip-off,"[106000, 195000, 27000]","{""maple-42-pre"": [26000, 195000, 27000], ""maple-42-rip-off"": [77000, 195000, 27000]}","{""axis"": 0, ""category"": ""other_offcuts"", ""kerf_um"": 3000, ""kerf_volume_um3"": 15795000000000, ""retained_side"": ""min"", ""retained_um"": 26000, ""tool"": ""saw""}"
maple-42-joint,surface,maple-42-pre,panel-5-strip-11;maple-42-joint-loss,"[26000, 195000, 27000]","{""maple-42-joint-loss"": [1000, 195000, 27000], ""panel-5-strip-11"": [25000, 195000, 27000]}","{""amount_um"": 1000, ""axis"": 0, ""category"": ""milling"", ""process"": ""jointer"", ""side"": ""max""}"
panel-5-glue,glue,panel-5-strip-0;panel-5-strip-1;panel-5-strip-2;panel-5-strip-3;panel-5-strip-4;panel-5-strip-5;panel-5-strip-6;panel-5-strip-7;panel-5-strip-8;panel-5-strip-9;panel-5-strip-10;panel-5-strip-11,panel-5-raw,"{""panel-5-strip-0"": [25000, 195000, 27000], ""panel-5-strip-1"": [25000, 195000, 27000], ""panel-5-strip-10"": [25000, 195000, 27000], ""panel-5-strip-11"": [25000, 195000, 27000], ""panel-5-strip-2"": [25000, 195000, 27000], ""panel-5-strip-3"": [25000, 195000, 27000], ""panel-5-strip-4"": [25000, 195000, 27000], ""panel-5-strip-5"": [25000, 195000, 27000], ""panel-5-strip-6"": [25000, 195000, 27000], ""panel-5-strip-7"": [25000, 195000, 27000], ""panel-5-strip-8"": [25000, 195000, 27000], ""panel-5-strip-9"": [25000, 195000, 27000]}","{""panel-5-raw"": [300000, 195000, 27000]}","{""axis"": 0, ""joint_count"": 11, ""negligible_glue_line"": true, ""prepared_faces"": true, ""stage"": ""first""}"
